A new study created in memory with name: no-name-7393525b-bd85-434c-8df8-ff864db41dcf
Trial 0 finished with value: 9.696564402580261 and parameters: {'lr': 4.523451036171649e-05, 'batch_size': 139, 'n_epochs': 1811, 'early_stop': 338, 'n_neurons': 111, 'optimizer': 'SGD'}. Best is trial 0 with value: 9.696564402580261.
Trial 14 finished with value: 0.7699046796560287 and parameters: {'lr': 0.000363994936045242, 'batch_size': 91, 'n_epochs': 3589, 'early_stop': 132, 'n_neurons': 239, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 15 finished with value: 0.7621222734451294 and parameters: {'lr': 0.00014268540050299072, 'batch_size': 240, 'n_epochs': 4013, 'early_stop': 100, 'n_neurons': 152, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 16 finished with value: 0.7646912500262261 and parameters: {'lr': 0.0008579738747634683, 'batch_size': 155, 'n_epochs': 5906, 'early_stop': 167, 'n_neurons': 254, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 17 finished with value: 0.7809610229730606 and parameters: {'lr': 0.0004629929109093887, 'batch_size': 119, 'n_epochs': 4226, 'early_stop': 121, 'n_neurons': 161, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 18 finished with value: 12.271109304428101 and parameters: {'lr': 1.1230947393275473e-05, 'batch_size': 78, 'n_epochs': 3552, 'early_stop': 173, 'n_neurons': 85, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 19 finished with value: 0.7789703741669655 and parameters: {'lr': 0.00018721749898352076, 'batch_size': 35, 'n_epochs': 4639, 'early_stop': 125, 'n_neurons': 241, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 20 finished with value: 0.7633207568526268 and parameters: {'lr': 0.0005753445962937794, 'batch_size': 103, 'n_epochs': 5864, 'early_stop': 100, 'n_neurons': 166, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 21 finished with value: 0.8271492123603821 and parameters: {'lr': 0.00014839161618658786, 'batch_size': 246, 'n_epochs': 3936, 'early_stop': 100, 'n_neurons': 149, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 22 finished with value: 0.8685295581817627 and parameters: {'lr': 0.00013274419067400687, 'batch_size': 249, 'n_epochs': 3322, 'early_stop': 118, 'n_neurons': 261, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 23 finished with value: 0.7775824069976807 and parameters: {'lr': 0.0006476526046488741, 'batch_size': 190, 'n_epochs': 4557, 'early_stop': 137, 'n_neurons': 215, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 24 finished with value: 0.8625863087177277 and parameters: {'lr': 8.647515929558684e-05, 'batch_size': 134, 'n_epochs': 3894, 'early_stop': 112, 'n_neurons': 184, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 25 finished with value: 0.7719117945432663 and parameters: {'lr': 0.0003676614682142072, 'batch_size': 167, 'n_epochs': 5364, 'early_stop': 147, 'n_neurons': 138, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 26 finished with value: 0.7793124914169312 and parameters: {'lr': 0.0009703695322694417, 'batch_size': 223, 'n_epochs': 4293, 'early_stop': 163, 'n_neurons': 279, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 27 finished with value: 5.329340071678161 and parameters: {'lr': 0.00011367381055245559, 'batch_size': 138, 'n_epochs': 3086, 'early_stop': 100, 'n_neurons': 85, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 28 finished with value: 0.8128267103433608 and parameters: {'lr': 0.00019006325747908346, 'batch_size': 46, 'n_epochs': 3766, 'early_stop': 127, 'n_neurons': 230, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 29 finished with value: 0.7650191169977189 and parameters: {'lr': 0.00045500158916666247, 'batch_size': 171, 'n_epochs': 2365, 'early_stop': 282, 'n_neurons': 182, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 30 finished with value: 9.532630500793458 and parameters: {'lr': 1.2775307064300878e-05, 'batch_size': 132, 'n_epochs': 4938, 'early_stop': 112, 'n_neurons': 61, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 31 finished with value: 0.7625263902544975 and parameters: {'lr': 0.0006513477966537462, 'batch_size': 101, 'n_epochs': 5773, 'early_stop': 100, 'n_neurons': 165, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 32 finished with value: 0.7552621591091156 and parameters: {'lr': 0.0005555959594789327, 'batch_size': 86, 'n_epochs': 5968, 'early_stop': 110, 'n_neurons': 121, 'optimizer': 'Adam'}. Best is trial 10 with value: 0.7525820231437683.
Trial 33 finished with value: 0.7518088203668595 and parameters: {'lr': 0.0007366158924485784, 'batch_size': 74, 'n_epochs': 4316, 'early_stop': 114, 'n_neurons': 93, 'optimizer': 'Adam'}. Best is trial 33 with value: 0.7518088203668595.
Trial 34 finished with value: 0.7522441503405571 and parameters: {'lr': 0.0007913325809251194, 'batch_size': 79, 'n_epochs': 4708, 'early_stop': 114, 'n_neurons': 99, 'optimizer': 'Adam'}. Best is trial 33 with value: 0.7518088203668595.
Trial 35 finished with value: 0.7685422196984291 and parameters: {'lr': 0.0006791636437417814, 'batch_size': 79, 'n_epochs': 1031, 'early_stop': 114, 'n_neurons': 85, 'optimizer': 'Adam'}. Best is trial 33 with value: 0.7518088203668595.
Trial 36 finished with value: 0.8840380582213402 and parameters: {'lr': 0.0004497723021379811, 'batch_size': 61, 'n_epochs': 1329, 'early_stop': 186, 'n_neurons': 96, 'optimizer': 'SGD'}. Best is trial 33 with value: 0.7518088203668595.
Trial 37 finished with value: 0.7643154007196427 and parameters: {'lr': 0.0007728586568058934, 'batch_size': 78, 'n_epochs': 4649, 'early_stop': 125, 'n_neurons': 122, 'optimizer': 'Adam'}. Best is trial 33 with value: 0.7518088203668595.
Trial 38 finished with value: 0.8909922063350677 and parameters: {'lr': 0.0005218305208418182, 'batch_size': 55, 'n_epochs': 2981, 'early_stop': 361, 'n_neurons': 69, 'optimizer': 'SGD'}. Best is trial 33 with value: 0.7518088203668595.
Trial 39 finished with value: 0.7590238308906555 and parameters: {'lr': 0.00034850078436438384, 'batch_size': 68, 'n_epochs': 3343, 'early_stop': 462, 'n_neurons': 100, 'optimizer': 'Adam'}. Best is trial 33 with value: 0.7518088203668595.
Trial 40 finished with value: 1.0202691540122033 and parameters: {'lr': 0.0002395255195921369, 'batch_size': 87, 'n_epochs': 5441, 'early_stop': 207, 'n_neurons': 117, 'optimizer': 'SGD'}. Best is trial 33 with value: 0.7518088203668595.
Trial 41 finished with value: 0.7505800053477287 and parameters: {'lr': 0.0003540833747915897, 'batch_size': 67, 'n_epochs': 3384, 'early_stop': 464, 'n_neurons': 92, 'optimizer': 'Adam'}. Best is trial 41 with value: 0.7505800053477287.
Trial 42 finished with value: 0.7548129110038281 and parameters: {'lr': 0.0007528467628415005, 'batch_size': 47, 'n_epochs': 4554, 'early_stop': 427, 'n_neurons': 94, 'optimizer': 'Adam'}. Best is trial 41 with value: 0.7505800053477287.
Trial 43 finished with value: 0.763629457950592 and parameters: {'lr': 0.0007628203217839025, 'batch_size': 48, 'n_epochs': 2651, 'early_stop': 426, 'n_neurons': 75, 'optimizer': 'Adam'}. Best is trial 41 with value: 0.7505800053477287.
Trial 44 finished with value: 0.7639473989605904 and parameters: {'lr': 0.0007899292728259262, 'batch_size': 43, 'n_epochs': 4241, 'early_stop': 283, 'n_neurons': 96, 'optimizer': 'Adam'}. Best is trial 41 with value: 0.7505800053477287.
Trial 45 finished with value: 0.7452707965672016 and parameters: {'lr': 0.0009862377603683168, 'batch_size': 63, 'n_epochs': 3397, 'early_stop': 414, 'n_neurons': 101, 'optimizer': 'Adam'}. Best is trial 45 with value: 0.7452707965672016.
Trial 46 finished with value: 8.471709871292115 and parameters: {'lr': 3.7667508928827585e-05, 'batch_size': 65, 'n_epochs': 3346, 'early_stop': 404, 'n_neurons': 105, 'optimizer': 'SGD'}. Best is trial 45 with value: 0.7452707965672016.
Trial 47 finished with value: 0.7604981929063797 and parameters: {'lr': 0.000986794241461981, 'batch_size': 55, 'n_epochs': 2906, 'early_stop': 497, 'n_neurons': 79, 'optimizer': 'Adam'}. Best is trial 45 with value: 0.7452707965672016.
Trial 48 finished with value: 0.753774990439415 and parameters: {'lr': 0.00030206099620801413, 'batch_size': 73, 'n_epochs': 3550, 'early_stop': 335, 'n_neurons': 109, 'optimizer': 'Adam'}. Best is trial 45 with value: 0.7452707965672016.
Trial 49 finished with value: 0.749469542503357 and parameters: {'lr': 0.0004015416372016814, 'batch_size': 62, 'n_epochs': 2266, 'early_stop': 302, 'n_neurons': 70, 'optimizer': 'Adam'}. Best is trial 45 with value: 0.7452707965672016.
Trial 50 finished with value: 0.7513945096731186 and parameters: {'lr': 0.00044344054316656573, 'batch_size': 62, 'n_epochs': 1939, 'early_stop': 302, 'n_neurons': 61, 'optimizer': 'Adam'}. Best is trial 45 with value: 0.7452707965672016.
Trial 51 finished with value: 0.7303631953895092 and parameters: {'lr': 0.00041524378743917466, 'batch_size': 65, 'n_epochs': 2004, 'early_stop': 301, 'n_neurons': 60, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 52 finished with value: 0.7760338655114174 and parameters: {'lr': 0.0002454485133684078, 'batch_size': 62, 'n_epochs': 2017, 'early_stop': 313, 'n_neurons': 57, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 53 finished with value: 0.7533907429873943 and parameters: {'lr': 0.0004078649333144837, 'batch_size': 53, 'n_epochs': 1899, 'early_stop': 254, 'n_neurons': 66, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 54 finished with value: 0.7576640349626541 and parameters: {'lr': 0.0005164208458693265, 'batch_size': 58, 'n_epochs': 1683, 'early_stop': 369, 'n_neurons': 51, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 55 finished with value: 0.7480143213272095 and parameters: {'lr': 0.00030560514864173144, 'batch_size': 72, 'n_epochs': 2210, 'early_stop': 295, 'n_neurons': 57, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 56 finished with value: 0.730400328040123 and parameters: {'lr': 0.00019856135873631925, 'batch_size': 67, 'n_epochs': 2281, 'early_stop': 300, 'n_neurons': 56, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 57 finished with value: 1.0212389135360718 and parameters: {'lr': 0.00019074711734621232, 'batch_size': 68, 'n_epochs': 2226, 'early_stop': 235, 'n_neurons': 67, 'optimizer': 'SGD'}. Best is trial 51 with value: 0.7303631953895092.
Trial 58 finished with value: 0.7631458833813667 and parameters: {'lr': 0.00028324943859171585, 'batch_size': 41, 'n_epochs': 2354, 'early_stop': 349, 'n_neurons': 55, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 59 finished with value: 0.7508204507827759 and parameters: {'lr': 0.0002264176293597249, 'batch_size': 99, 'n_epochs': 2131, 'early_stop': 389, 'n_neurons': 60, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 60 finished with value: 0.7520614632964134 and parameters: {'lr': 0.0003122079095624476, 'batch_size': 58, 'n_epochs': 1657, 'early_stop': 276, 'n_neurons': 71, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 61 finished with value: 0.7318164852261543 and parameters: {'lr': 0.00021706020525043114, 'batch_size': 97, 'n_epochs': 2195, 'early_stop': 400, 'n_neurons': 61, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 62 finished with value: 0.7657477796077728 and parameters: {'lr': 0.0002065874397952757, 'batch_size': 83, 'n_epochs': 2624, 'early_stop': 326, 'n_neurons': 50, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 63 finished with value: 0.7614576816558838 and parameters: {'lr': 0.00015349211864785592, 'batch_size': 96, 'n_epochs': 2459, 'early_stop': 456, 'n_neurons': 65, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 64 finished with value: 0.7564273199439049 and parameters: {'lr': 0.00016665001896363588, 'batch_size': 69, 'n_epochs': 2188, 'early_stop': 297, 'n_neurons': 54, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 65 finished with value: 0.7817331865429878 and parameters: {'lr': 8.285357129587954e-05, 'batch_size': 65, 'n_epochs': 2064, 'early_stop': 266, 'n_neurons': 58, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 66 finished with value: 0.7442407354712486 and parameters: {'lr': 0.0002807284651697289, 'batch_size': 51, 'n_epochs': 1791, 'early_stop': 410, 'n_neurons': 74, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 67 finished with value: 0.7659644682705402 and parameters: {'lr': 0.0002749149551020581, 'batch_size': 49, 'n_epochs': 1355, 'early_stop': 392, 'n_neurons': 74, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 68 finished with value: 0.768430312871933 and parameters: {'lr': 0.00013392190257484107, 'batch_size': 52, 'n_epochs': 1792, 'early_stop': 350, 'n_neurons': 64, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 69 finished with value: 8.486963891983033 and parameters: {'lr': 0.00011595325707990633, 'batch_size': 108, 'n_epochs': 2309, 'early_stop': 251, 'n_neurons': 77, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 70 finished with value: 0.7485627663135529 and parameters: {'lr': 0.00038830780936960764, 'batch_size': 92, 'n_epochs': 2507, 'early_stop': 420, 'n_neurons': 82, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 71 finished with value: 0.7414275276660919 and parameters: {'lr': 0.00035880915387232425, 'batch_size': 92, 'n_epochs': 1811, 'early_stop': 402, 'n_neurons': 80, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 72 finished with value: 0.7409602761268616 and parameters: {'lr': 0.00032042520622795306, 'batch_size': 91, 'n_epochs': 1771, 'early_stop': 421, 'n_neurons': 80, 'optimizer': 'Adam'}. Best is trial 51 with value: 0.7303631953895092.
Trial 73 finished with value: 0.728932911157608 and parameters: {'lr': 0.00033007210990796044, 'batch_size': 110, 'n_epochs': 1487, 'early_stop': 381, 'n_neurons': 53, 'optimizer': 'Adam'}. Best is trial 73 with value: 0.728932911157608.
Trial 74 finished with value: 0.7484960600733757 and parameters: {'lr': 0.0002159421331547699, 'batch_size': 115, 'n_epochs': 1490, 'early_stop': 385, 'n_neurons': 62, 'optimizer': 'Adam'}. Best is trial 73 with value: 0.728932911157608.
Trial 75 finished with value: 0.7445667028427124 and parameters: {'lr': 0.00026642366130750274, 'batch_size': 120, 'n_epochs': 1794, 'early_stop': 439, 'n_neurons': 53, 'optimizer': 'Adam'}. Best is trial 73 with value: 0.728932911157608.
Trial 76 finished with value: 0.7459379211068153 and parameters: {'lr': 0.00026377369685062866, 'batch_size': 125, 'n_epochs': 1541, 'early_stop': 445, 'n_neurons': 54, 'optimizer': 'Adam'}. Best is trial 73 with value: 0.728932911157608.
Trial 77 finished with value: 0.9565649592876434 and parameters: {'lr': 0.0002497525511104594, 'batch_size': 108, 'n_epochs': 1816, 'early_stop': 486, 'n_neurons': 53, 'optimizer': 'SGD'}. Best is trial 73 with value: 0.728932911157608.
Trial 78 finished with value: 0.7250673314929008 and parameters: {'lr': 0.0003424371743242556, 'batch_size': 143, 'n_epochs': 1660, 'early_stop': 375, 'n_neurons': 58, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 79 finished with value: 0.7545635601878167 and parameters: {'lr': 0.000509712711837076, 'batch_size': 141, 'n_epochs': 1183, 'early_stop': 374, 'n_neurons': 72, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 80 finished with value: 0.7713547420501708 and parameters: {'lr': 0.00033181700729833976, 'batch_size': 32, 'n_epochs': 1666, 'early_stop': 403, 'n_neurons': 59, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 81 finished with value: 0.7561761999130249 and parameters: {'lr': 0.00016271441694545692, 'batch_size': 146, 'n_epochs': 1755, 'early_stop': 353, 'n_neurons': 52, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 82 finished with value: 0.7377481311559677 and parameters: {'lr': 0.0003386533934715188, 'batch_size': 119, 'n_epochs': 1592, 'early_stop': 438, 'n_neurons': 56, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 83 finished with value: 0.7413163289427758 and parameters: {'lr': 0.00032811739855781024, 'batch_size': 97, 'n_epochs': 1550, 'early_stop': 384, 'n_neurons': 64, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 84 finished with value: 0.7388131189346313 and parameters: {'lr': 0.0003487391359361261, 'batch_size': 96, 'n_epochs': 1461, 'early_stop': 335, 'n_neurons': 64, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 85 finished with value: 0.7468217432498931 and parameters: {'lr': 0.000429978274393559, 'batch_size': 84, 'n_epochs': 1433, 'early_stop': 334, 'n_neurons': 63, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 86 finished with value: 0.7459768906235695 and parameters: {'lr': 0.00032945204515477737, 'batch_size': 105, 'n_epochs': 1567, 'early_stop': 380, 'n_neurons': 56, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 87 finished with value: 0.7391233721375465 and parameters: {'lr': 0.0005721440285499771, 'batch_size': 97, 'n_epochs': 1231, 'early_stop': 320, 'n_neurons': 67, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 88 finished with value: 0.7471873557567597 and parameters: {'lr': 0.0005672604104513988, 'batch_size': 113, 'n_epochs': 1250, 'early_stop': 317, 'n_neurons': 68, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 89 finished with value: 0.9936801385879517 and parameters: {'lr': 0.0004935707353721036, 'batch_size': 128, 'n_epochs': 1424, 'early_stop': 364, 'n_neurons': 59, 'optimizer': 'SGD'}. Best is trial 78 with value: 0.7250673314929008.
Trial 90 finished with value: 0.7408997535705566 and parameters: {'lr': 0.0005953541138456819, 'batch_size': 152, 'n_epochs': 1278, 'early_stop': 345, 'n_neurons': 50, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 91 finished with value: 0.7459196835756302 and parameters: {'lr': 0.000604012322658108, 'batch_size': 145, 'n_epochs': 1127, 'early_stop': 342, 'n_neurons': 56, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 92 finished with value: 0.744661170244217 and parameters: {'lr': 0.00046243998958276413, 'batch_size': 180, 'n_epochs': 1257, 'early_stop': 324, 'n_neurons': 50, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 93 finished with value: 0.7595181185007095 and parameters: {'lr': 0.0003785462606349289, 'batch_size': 161, 'n_epochs': 1352, 'early_stop': 359, 'n_neurons': 61, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 94 finished with value: 0.740319836139679 and parameters: {'lr': 0.000419698954111835, 'batch_size': 88, 'n_epochs': 1605, 'early_stop': 312, 'n_neurons': 52, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 95 finished with value: 0.7406372481584549 and parameters: {'lr': 0.0006700583331651441, 'batch_size': 118, 'n_epochs': 1267, 'early_stop': 311, 'n_neurons': 52, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 96 finished with value: 0.7380729007720948 and parameters: {'lr': 0.0006576380617076025, 'batch_size': 122, 'n_epochs': 1618, 'early_stop': 287, 'n_neurons': 55, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 97 finished with value: 0.7463834875822067 and parameters: {'lr': 0.0004261299567637076, 'batch_size': 123, 'n_epochs': 1615, 'early_stop': 274, 'n_neurons': 58, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 98 finished with value: 0.7443102189898491 and parameters: {'lr': 0.0008724437868104382, 'batch_size': 131, 'n_epochs': 1450, 'early_stop': 288, 'n_neurons': 55, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 99 finished with value: 0.7350172829627991 and parameters: {'lr': 0.0005130772204586654, 'batch_size': 103, 'n_epochs': 1927, 'early_stop': 308, 'n_neurons': 66, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 100 finished with value: 0.7343590664863586 and parameters: {'lr': 0.0005384858148832979, 'batch_size': 104, 'n_epochs': 1964, 'early_stop': 334, 'n_neurons': 65, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 101 finished with value: 0.7529706209897995 and parameters: {'lr': 0.0005357271281884108, 'batch_size': 102, 'n_epochs': 1947, 'early_stop': 334, 'n_neurons': 66, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 102 finished with value: 0.7438834500312805 and parameters: {'lr': 0.000685562802736566, 'batch_size': 112, 'n_epochs': 2113, 'early_stop': 305, 'n_neurons': 63, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 103 finished with value: 0.7504305109381676 and parameters: {'lr': 0.0005036502028717442, 'batch_size': 105, 'n_epochs': 1999, 'early_stop': 264, 'n_neurons': 68, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 104 finished with value: 0.7440130519866943 and parameters: {'lr': 0.00047367827142339895, 'batch_size': 96, 'n_epochs': 1904, 'early_stop': 290, 'n_neurons': 61, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 105 finished with value: 0.7482087686657906 and parameters: {'lr': 0.0006506539323112889, 'batch_size': 75, 'n_epochs': 1692, 'early_stop': 332, 'n_neurons': 59, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 106 finished with value: 1.2429638409614563 and parameters: {'lr': 5.6896916460729095e-05, 'batch_size': 82, 'n_epochs': 1500, 'early_stop': 322, 'n_neurons': 70, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 107 finished with value: 0.7397076404094696 and parameters: {'lr': 0.0003826052661321133, 'batch_size': 109, 'n_epochs': 1864, 'early_stop': 369, 'n_neurons': 57, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 108 finished with value: 0.7656486719846726 and parameters: {'lr': 0.00017771377246830858, 'batch_size': 95, 'n_epochs': 2023, 'early_stop': 274, 'n_neurons': 66, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 109 finished with value: 1.2317488706111908 and parameters: {'lr': 0.00020150641847929156, 'batch_size': 118, 'n_epochs': 2083, 'early_stop': 241, 'n_neurons': 55, 'optimizer': 'SGD'}. Best is trial 78 with value: 0.7250673314929008.
Trial 110 finished with value: 0.7441592800617218 and parameters: {'lr': 0.0005837623043553131, 'batch_size': 101, 'n_epochs': 1733, 'early_stop': 394, 'n_neurons': 63, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 111 finished with value: 0.7370304882526397 and parameters: {'lr': 0.00038086445741355594, 'batch_size': 110, 'n_epochs': 1856, 'early_stop': 368, 'n_neurons': 57, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
Trial 112 finished with value: 9.191302275657653 and parameters: {'lr': 1.68519931952957e-05, 'batch_size': 111, 'n_epochs': 1607, 'early_stop': 437, 'n_neurons': 60, 'optimizer': 'Adam'}. Best is trial 78 with value: 0.7250673314929008.
